Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,County,District,Ward,District Code,Ward Code,Country,County Code,Introduced,Terminated,Parish,National Park,Population,Households,Built up area,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code,Local authority,MSOA Code,Middle layer super output area,Parish Code,Census output area,Index of Multiple Deprivation,Quality,User Type,Last updated,Nearest station,Distance to station,Postcode area,Postcode district,Police force,Water company,Plus Code,Average Income,Sewage Company,Travel To Work Area,ITL level 2,ITL level 3,UPRNs,Distance to sea,LSOA21 Code,Lower layer super output area 2021,MSOA21 Code,Middle layer super output area 2021,Census output area 2021,IMD decile,Constituency Code 2024,Constituency Name 2024,Property Type,Roads
DD1 5NU,Yes,56.461585,-2.9919,338975.0,730379.0,NO389303,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1980-01-01,,,,0.0,0.0,,Perth Road - 06,Large urban area,Scotland,39.0,,S01007694,,S02001446,Perth Road,,S00098484,1654,1,0,2024-12-20,Dundee,1.39109,DD,DD1,Scotland,Scottish Water,9C8VF265+J6,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059075365,9059101888,9059101889",1.15493,,,,,S00148504,3.0,S14000075,Dundee Central,,Forest Park Road
DD1 5NW,No,56.460415,-2.985455,339370.0,730243.0,NO393302,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1980-01-01,2007-10-01,,,,,,Perth Road - 06,Large urban area,Scotland,31.0,,S01007694,,S02001446,Perth Road,,S00098480,1654,1,1,2024-12-20,Dundee,0.977654,DD,DD1,Scotland,Scottish Water,9C8VF267+5R,,,Dundee,Eastern Scotland,Angus and Dundee City,,1.00399,,,,,S00148524,3.0,S14000075,Dundee Central,,
DD1 5NX,Yes,56.461365,-2.992556,338934.0,730355.0,NO389303,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1980-01-01,,,,63.0,41.0,,Perth Road - 06,Large urban area,Scotland,43.0,,S01007694,,S02001446,Perth Road,,S00098478,1654,1,0,2024-12-20,Dundee,1.41846,DD,DD1,Scotland,Scottish Water,9C8VF264+GX,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059012141,9059022145,9059022146,9059022276,9059022277,9059022278,9059022279,9059022280,9059022281,9059022282,9059027263,9059027264,9059027265,9059027266,9059027268,9059027269,9059027270,9059027271,9059027281,9059027282,9059027283,9059027284,9059027285,9059027286,9059027287,9059027288,9059027289,9059027290,9059027291,9059027292,9059027293,9059027294,9059027295,9059027296,9059027811,9059029029,9059031025,9059056131,9059075366,9059075367,9059075368,9059075369,9059075370,9059075371,9059075372,9059075373,9059085154,9059090071,9059090072,9059090073,9059090074,9059090075,9059090076,9059090077,9059090078,9059090079,9059090080,9059090081,9059090082",1.12244,,,,,S00148506,3.0,S14000075,Dundee Central,,"Bank Mill Road,Forest Park Road"
DD1 5NY,Yes,56.460685,-2.992246,338952.0,730279.0,NO389302,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1980-01-01,,,,84.0,50.0,,Perth Road - 06,Large urban area,Scotland,46.0,,S01007694,,S02001446,Perth Road,,S00098477,1654,1,0,2024-12-20,Dundee,1.37344,DD,DD1,Scotland,Scottish Water,9C8VF265+74,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059002794,9059002795,9059002797,9059002798,9059002799,9059002800,9059002801,9059002802,9059002818,9059012967,9059012968,9059013020,9059013021,9059013022,9059013023,9059022102,9059022103,9059022105,9059022106,9059022107,9059022108,9059022109,9059022110,9059022147,9059036602,9059036603,9059036604,9059036605,9059036606,9059036607,9059036608,9059036610,9059036622,9059056069,9059056070,9059056104,9059056105,9059056106,9059056107,9059056109,9059056110,9059056111,9059070139,9059070140,9059070141,9059070142,9059070144,9059070145,9059070146,9059070147,9059070158,9059070244,9059070245,9059070278,9059070279,9059070280,9059070282,9059070283,9059070284,9059070285,9059096476",1.05165,,,,,S00148528,3.0,S14000075,Dundee Central,,"Forest Park Place,Forest Park Road"
DD1 5NZ,Yes,56.460796,-2.991794,338980.0,730291.0,NO389302,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1980-01-01,,,,88.0,61.0,,Perth Road - 06,Large urban area,Scotland,44.0,,S01007694,,S02001446,Perth Road,,S00098483,1654,1,0,2024-12-20,Dundee,1.35168,DD,DD1,Scotland,Scottish Water,9C8VF265+87,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059002277,9059002279,9059002280,9059007130,9059007131,9059007133,9059007135,9059007136,9059011645,9059011647,9059011724,9059011725,9059011726,9059011727,9059011728,9059011729,9059011730,9059011731,9059011733,9059011734,9059011735,9059011736,9059011737,9059011738,9059011739,9059011740,9059011741,9059011742,9059011744,9059011745,9059011746,9059011747,9059011748,9059011749,9059011750,9059011751,9059011752,9059011753,9059011755,9059011756,9059011757,9059011758,9059011759,9059011760,9059011761,9059011762,9059011763,9059011764,9059011766,9059011767,9059011768,9059011769,9059011770,9059011771,9059011772,9059011773,9059011774,9059011775,9059011777,9059011778,9059011779,9059011780,9059011781,9059011782,9059020923,9059020926,9059025900,9059045887,9059060013,9059065997,9059069919,9059069930,10024856822",1.06958,,,,,S00148522,3.0,S14000075,Dundee Central,,"Forest Park Place,Forest Park Road"
DD1 5PA,Yes,56.460282,-2.990856,339037.0,730233.0,NO390302,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1980-01-01,,,,,,,Perth Road - 06,Large urban area,Scotland,44.0,,S01007694,,S02001446,Perth Road,,S00098483,1654,1,1,2024-12-20,Dundee,1.27804,DD,DD1,Scotland,Scottish Water,9C8VF265+4M,,,Dundee,Eastern Scotland,Angus and Dundee City,9059001963,1.02499,,,,,S00148522,3.0,S14000075,Dundee Central,,Blackness Road
DD1 5PB,Yes,56.459711,-2.98594,339339.0,730165.0,NO393301,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,2001-06-01,,,,0.0,0.0,,Perth Road - 05,Large urban area,Scotland,37.0,,S01007693,,S02001446,Perth Road,,S00099505,3004,1,0,2024-12-20,Dundee,0.972976,DD,DD1,Scotland,Scottish Water,9C8VF257+VJ,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059000408,9059081229,9059098760",0.935662,,,,,S00148560,5.0,S14000075,Dundee Central,,"Blackness Road,Hawkhill"
DD1 5PD,Yes,56.460242,-2.987999,339213.0,730226.0,NO392302,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,2001-06-01,,,,70.0,30.0,,Perth Road - 06,Large urban area,Scotland,39.0,,S01007694,,S02001446,Perth Road,,S00098480,1654,1,0,2024-12-20,Dundee,1.11226,DD,DD1,Scotland,Scottish Water,9C8VF266+3R,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059000402,9059000403,9059000405,9059000406,9059000407,9059000409,9059000410,9059000411,9059000412,9059000413,9059031597,9059031598,9059031599,9059031600,9059031601,9059031602,9059031605,9059031606,9059031607,9059031608,9059031609,9059031610,9059031611,9059031626,9059031627,9059031628,9059031629,9059031630,9059031637,9059031638,9059048662,9059052406,9059074873,9059096603,9059096621",1.02869,,,,,S00148524,3.0,S14000075,Dundee Central,,"Blackness Road,Urquhart Street,Wilkie's Lane"
DD1 5PE,Yes,56.459924,-2.988526,339180.0,730191.0,NO391301,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,2001-12-01,,,,,,,Perth Road - 05,Large urban area,Scotland,41.0,,S01007693,,S02001446,Perth Road,,S00099505,3004,1,1,2024-12-20,Dundee,1.12991,DD,DD1,Scotland,Scottish Water,9C8VF256+XH,,,Dundee,Eastern Scotland,Angus and Dundee City,9059014807,1.00309,,,,,S00148559,5.0,S14000075,Dundee Central,,Blackness Road
DD1 5PF,No,56.460302,-2.984966,339400.0,730230.0,NO393302,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1973-08-01,1978-04-01,,,,,,Perth Road - 06,Large urban area,Scotland,30.0,,S01007694,,S02001446,Perth Road,,S00098480,1654,8,0,2024-12-20,Dundee,0.945185,DD,DD1,Scotland,Scottish Water,9C8VF268+42,,,Dundee,Eastern Scotland,Angus and Dundee City,,0.983326,,,,,S00148524,3.0,S14000075,Dundee Central,,
DD1 5PG,Yes,56.460564,-2.992729,338922.0,730266.0,NO389302,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1980-01-01,,,,68.0,57.0,,Perth Road - 06,Large urban area,Scotland,48.0,,S01007694,,S02001446,Perth Road,,S00098479,1654,1,0,2024-12-20,Dundee,1.39696,DD,DD1,Scotland,Scottish Water,9C8VF264+6W,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059074897,9059074899,9059074933,9059074934,9059074935,9059074936,9059074937,9059074938,9059074939,9059074940,9059074942,9059074943,9059074944,9059074945,9059074946,9059074947,9059074948,9059074949,9059074950,9059074951,9059074953,9059074954,9059074955,9059074956,9059074957,9059074958,9059074959,9059074960,9059074961,9059074962,9059074964,9059074965,9059074966,9059074967,9059074968,9059074969,9059074970,9059074971,9059074972,9059074973,9059074975,9059074976,9059074977,9059074978,9059074979,9059074980,9059074981,9059074982,9059074983,9059074984,9059074987,9059074988,9059074989,9059074990,9059074991,9059074992,9059074993,9059074994,9059074995,9059074996,9059074998,9059074999,9059081224,9059081227,9059096477,10024863947",1.03223,,,,,S00148537,3.0,S14000075,Dundee Central,,"Annfield Road,Blackness Road,Forest Park Road"
DD1 5PH,Yes,56.460351,-2.993551,338871.0,730243.0,NO388302,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1980-01-01,,,,57.0,29.0,,Logie and Blackness - 02,Large urban area,Scotland,52.0,,S01007696,,S02001447,Logie and Blackness,,S00098470,1683,1,0,2024-12-20,Dundee,1.43755,DD,DD1,Scotland,Scottish Water,9C8VF264+4H,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059013283,9059013315,9059013316,9059013317,9059013318,9059013319,9059013320,9059013321,9059013322,9059013323,9059013392,9059015729,9059015740,9059015751,9059015762,9059015770,9059015780,9059015792,9059015823,9059015834,9059018300,9059033410,9059033411,9059033412,9059033413,9059033414,9059033415,9059033416,9059033417,9059033418,9059043192,9059043195,9059050409,9059050419,9059054483,9059054484,9059054485,9059054486,9059054487,9059054489,9059090164,9059096313,9059096499,9059097871,10025423773",0.998404,,,,,S00148529,3.0,S14000075,Dundee Central,,"Blackness Road,Blackness Street,Rosefield Place"
DD1 5PJ,No,56.460324,-2.993567,338870.0,730240.0,NO388302,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1973-08-01,1978-04-01,,,,,,Logie and Blackness - 02,Large urban area,Scotland,52.0,,S01007696,,S02001447,Logie and Blackness,,S00098470,1683,8,0,2024-12-20,Dundee,1.4376,DD,DD1,Scotland,Scottish Water,9C8VF264+4H,,,Dundee,Eastern Scotland,Angus and Dundee City,,0.995234,,,,,S00148529,3.0,S14000075,Dundee Central,,
DD1 5PL,Yes,56.460246,-2.994279,338826.0,730232.0,NO388302,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1980-01-01,,,,23.0,17.0,,Perth Road - 05,Large urban area,Scotland,55.0,,S01007693,,S02001446,Perth Road,,S00098467,3004,1,0,2024-12-20,Dundee,1.47694,DD,DD1,Scotland,Scottish Water,9C8VF264+37,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059002393,9059002394,9059002395,9059002396,9059002397,9059002398,9059002400,9059002619,9059002620,9059002621,9059002622,9059002624,9059002627,9059002628,9059002662,9059002663,9059022149,9059048381,9059048382,9059053787,9059053834,9059063817,9059068975,9059068976,9059068977,9059068978,9059068980,9059068981,9059068982,9059081223,10015306607",0.977637,,,,,S00148545,5.0,S14000075,Dundee Central,,"Blackness Road,Rosefield Street"
DD1 5PN,Yes,56.460299,-2.99441,338818.0,730238.0,NO388302,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1980-01-01,,,,9.0,5.0,,Perth Road - 05,Large urban area,Scotland,56.0,,S01007693,,S02001446,Perth Road,,S00098467,3004,1,0,2024-12-20,Dundee,1.48632,DD,DD1,Scotland,Scottish Water,9C8VF264+46,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059004217,9059063782,9059063783,9059063791,9059063792,9059063793,9059063815,9059103569",0.9818,,,,,S00148545,5.0,S14000075,Dundee Central,,Blackness Road
DD1 5PP,Yes,56.460712,-2.994486,338814.0,730284.0,NO388302,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1980-01-01,,,,56.0,38.0,,Logie and Blackness - 02,Large urban area,Scotland,55.0,,S01007696,,S02001447,Logie and Blackness,,S00098471,1683,1,0,2024-12-20,Dundee,1.50446,DD,DD1,Scotland,Scottish Water,9C8VF264+76,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059004250,9059004251,9059004252,9059004253,9059004254,9059004255,9059004258,9059004259,9059004260,9059004261,9059004262,9059028938,9059028939,9059028941,9059028945,9059028947,9059028949,9059028951,9059028953,9059029024,9059043627,9059043628,9059043630,9059043631,9059043632,9059043633,9059043634,9059043635,9059043649,9059053095,9059053097,9059053098,9059053099,9059053100,9059053101,9059053102,9059053103,9059053104,9059062448,9059062450,9059062451,9059062452,9059062453,9059062454,9059062455,9059062456,9059062465,9059067149,9059067150,9059067154,9059067156,9059067157,9059067159,9059067161,9059067163,9059067172,9059095855,9059095856,9059095857,9059095858,9059095859,9059095860,9059095861,9059095862,9059095863",1.02622,,,,,S00148530,3.0,S14000075,Dundee Central,,Rosefield Street
DD1 5PQ,Yes,56.460111,-2.993188,338893.0,730216.0,NO388302,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1980-01-01,,,,40.0,28.0,,Perth Road - 06,Large urban area,Scotland,51.0,,S01007694,,S02001446,Perth Road,,S00098479,1654,1,0,2024-12-20,Dundee,1.40845,DD,DD1,Scotland,Scottish Water,9C8VF264+2P,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059025893,9059025894,9059025895,9059025896,9059025897,9059025898,9059025899,9059025903,9059030632,9059035722,9059035827,9059035937,9059036041,9059036145,9059036256,9059037321,9059037533,9059057132,9059057133,9059057134,9059057135,9059057138,9059057139,9059067660,9059067661,9059067662,9059067664,9059067665,9059067666,9059067675,9059067677,9059067756,9059067757,9059067759,9059067760,9059067761,9059067762,9059074832,9059075000,9059077596,9059077610,9059096184",0.976635,,,,,S00148537,3.0,S14000075,Dundee Central,,"Annfield Road,Blackness Road"
DD1 5PR,Yes,56.461288,-2.994322,338825.0,730348.0,NO388303,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1980-01-01,,,,60.0,41.0,,Logie and Blackness - 02,Large urban area,Scotland,49.0,,S01007696,,S02001447,Logie and Blackness,,S00098473,1683,1,0,2024-12-20,Dundee,1.5162,DD,DD1,Scotland,Scottish Water,9C8VF264+G7,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059008752,9059008753,9059008754,9059008755,9059008757,9059008759,9059018110,9059018111,9059018112,9059018113,9059018114,9059018115,9059018116,9059018118,9059018120,9059027069,9059027070,9059027071,9059027073,9059027074,9059027075,9059027076,9059027077,9059027087,9059041968,9059041969,9059041970,9059041971,9059041973,9059041974,9059041975,9059041976,9059041977,9059051711,9059051712,9059051713,9059051714,9059051715,9059051716,9059051717,9059051718,9059051721,9059066166,9059066167,9059066168,9059066169,9059066170,9059066172",1.09159,,,,,S00148499,3.0,S14000075,Dundee Central,,Rosefield Street
DD1 5PS,Yes,56.461553,-2.994849,338793.0,730378.0,NO387303,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1980-01-01,,,,112.0,64.0,,Logie and Blackness - 02,Large urban area,Scotland,49.0,,S01007696,,S02001447,Logie and Blackness,,S00098472,1683,1,0,2024-12-20,Dundee,1.55692,DD,DD1,Scotland,Scottish Water,9C8VF264+J3,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059003730,9059009017,9059009930,9059009931,9059009932,9059009933,9059009934,9059014742,9059014743,9059014744,9059014745,9059014746,9059014747,9059014748,9059014749,9059014761,9059018835,9059024950,9059025304,9059027620,9059033018,9059044498,9059044499,9059044500,9059044501,9059044502,9059044503,9059044504,9059044505,9059044521,9059049365,9059049375,9059049386,9059049397,9059049406,9059049417,9059049428,9059049438,9059049687,9059052412,9059052423,9059053228,9059053239,9059053250,9059053260,9059053269,9059053279,9059053290,9059054005,9059054006,9059054007,9059054009,9059054010,9059054011,9059054012,9059054013,9059054016,9059068279,9059068280,9059068282,9059068283,9059068284,9059068285,9059068286,9059068287,9059068288,9059069259,9059088972,9059088973,9059088974,9059088975,9059088976,9059088977",1.11403,,,,,S00148498,3.0,S14000075,Dundee Central,,Rosefield Street
DD1 5PT,Yes,56.461861,-2.994548,338812.0,730412.0,NO388304,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1980-01-01,,,,61.0,33.0,,Logie and Blackness - 02,Large urban area,Scotland,48.0,,S01007696,,S02001447,Logie and Blackness,,S00098473,1683,1,0,2024-12-20,Dundee,1.55254,DD,DD1,Scotland,Scottish Water,9C8VF264+P5,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059038610,9059038611,9059038613,9059038614,9059038615,9059039362,9059039363,9059039364,9059039365,9059039370,9059042727,9059042728,9059042729,9059042730,9059042731,9059053336,9059057410,9059057411,9059057412,9059057413,9059057414,9059057415,9059057416,9059057417,9059057420,9059066877,9059066878,9059066879,9059066880,9059066881,9059066883,9059083276,9059083277,9059083279,9059083281,9059083283,9059083284,9059083285,9059083287,9059083319,10024856821",1.15169,,,,,S00148499,3.0,S14000075,Dundee Central,,"Milnbank Road,Rosefield Street"
DD1 5PU,No,56.462213,-2.995418,338759.0,730452.0,NO387304,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1980-01-01,1999-12-01,,,,,,Logie and Blackness - 02,Large urban area,Scotland,50.0,,S01007696,,S02001447,Logie and Blackness,,S00098474,1683,3,0,2024-12-20,Dundee,1.61695,DD,DD1,Scotland,Scottish Water,9C8VF263+VR,,,Dundee,Eastern Scotland,Angus and Dundee City,,1.17934,,,,,S00148495,3.0,S14000075,Dundee Central,,
DD1 5PW,Yes,56.460724,-2.994097,338838.0,730285.0,NO388302,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1980-01-01,,,,67.0,43.0,,Logie and Blackness - 02,Large urban area,Scotland,53.0,,S01007696,,S02001447,Logie and Blackness,,S00098470,1683,1,0,2024-12-20,Dundee,1.48221,DD,DD1,Scotland,Scottish Water,9C8VF264+79,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059002991,9059002992,9059002993,9059002995,9059002996,9059002997,9059002998,9059002999,9059003004,9059012183,9059012184,9059012185,9059012186,9059012187,9059012188,9059012190,9059012191,9059012194,9059026357,9059026358,9059026359,9059026360,9059026361,9059026362,9059026364,9059026365,9059026367,9059029365,9059029376,9059029387,9059029398,9059029409,9059029431,9059036429,9059036430,9059036431,9059036432,9059036433,9059036435,9059036436,9059036437,9059036441,9059054719,9059055912,9059055913,9059055914,9059055915,9059055916,9059055917,9059055919,9059055920,9059055950",1.03247,,,,,S00148529,3.0,S14000075,Dundee Central,,Rosefield Street
DD1 5PX,Yes,56.461886,-2.995977,338724.0,730416.0,NO387304,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,2005-11-01,,,,68.0,20.0,,Logie and Blackness - 02,Large urban area,Scotland,52.0,,S01007696,,S02001447,Logie and Blackness,,S00098474,1683,1,0,2024-12-20,Dundee,1.63489,DD,DD1,Scotland,Scottish Water,9C8VF263+QJ,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059087773,9059089492,9059089493,9059089494,9059089495,9059089496,9059089497,9059089498,9059089499,9059089500,9059089501,9059089502,9059089503,9059089504,9059089505,9059094853,9059094854,9059094855,9059094856,9059094857,9059094858,9059098246,9059098753,10025423681",1.13632,,,,,S00148495,3.0,S14000075,Dundee Central,,"Glenagnes Road,Milnbank Gardens,Milnbank Road"
DD1 5PY,Yes,56.462367,-2.994172,338836.0,730468.0,NO388304,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1980-01-01,,,,90.0,52.0,,Logie and Blackness - 02,Large urban area,Scotland,48.0,,S01007696,,S02001447,Logie and Blackness,,S00098474,1683,1,0,2024-12-20,Dundee,1.55402,DD,DD1,Scotland,Scottish Water,9C8VF264+W8,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059010542,9059010543,9059010544,9059010545,9059010546,9059010547,9059010548,9059010549,9059010551,9059015757,9059020377,9059020475,9059020572,9059020681,9059020789,9059020889,9059021510,9059031015,9059031016,9059031017,9059031018,9059031019,9059031022,9059031023,9059051180,9059051181,9059051182,9059051183,9059051184,9059051185,9059051186,9059051188,9059051293,9059053647,9059053658,9059053667,9059053678,9059053687,9059053697,9059053708,9059053719,9059053821,9059062267,9059062269,9059062271,9059062272,9059062273,9059062274,9059062276,9059066726,9059066727,9059066728,9059066729,9059066730,9059066731,9059066732,9059066733,9059066737,9059088971,9059096500,9059096954,9059103457",1.21205,,,,,S00148495,3.0,S14000075,Dundee Central,,"Milnbank Road,Rosefield Street"
DD1 5PZ,Yes,56.462,-2.992929,338912.0,730426.0,NO389304,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1980-01-01,,,,6.0,4.0,,Logie and Blackness - 02,Large urban area,Scotland,43.0,,S01007696,,S02001447,Logie and Blackness,,S00098475,1683,1,0,2024-12-20,Dundee,1.46765,DD,DD1,Scotland,Scottish Water,9C8VF264+RR,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059012403,9059032734,9059032792,9059033050,9059087775,9059088968,9059088969,10025423679",1.18749,,,,,S00148506,3.0,S14000075,Dundee Central,,"Forest Park Road,Milnbank Road"
DD1 5QA,Yes,56.462231,-2.993166,338898.0,730452.0,NO388304,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1980-01-01,,,,8.0,5.0,,Logie and Blackness - 05,Large urban area,Scotland,45.0,,S01007699,,S02001447,Logie and Blackness,,S00099437,1174,1,0,2024-12-20,Dundee,1.49168,DD,DD1,Scotland,Scottish Water,9C8VF264+VP,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059034216,9059035271,9059035462,9059035463,9059071201,9059071204,9059071276,9059096300",1.20986,,,,,S00148494,2.0,S14000075,Dundee Central,,"Bank Mill Road,Milnbank Road"
