Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,County,District,Ward,District Code,Ward Code,Country,County Code,Introduced,Terminated,Parish,National Park,Population,Households,Built up area,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code,Local authority,MSOA Code,Middle layer super output area,Parish Code,Census output area,Index of Multiple Deprivation,Quality,User Type,Last updated,Nearest station,Distance to station,Postcode area,Postcode district,Police force,Water company,Plus Code,Average Income,Sewage Company,Travel To Work Area,ITL level 2,ITL level 3,UPRNs,Distance to sea,LSOA21 Code,Lower layer super output area 2021,MSOA21 Code,Middle layer super output area 2021,Census output area 2021,IMD decile,Constituency Code 2024,Constituency Name 2024,Property Type,Roads
DD1 5HY,No,56.458976,-2.98795,339214.0,730085.0,NO392300,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,2011-06-01,2011-08-01,,,,,,Perth Road - 05,Large urban area,Scotland,43.0,,S01007693,,S02001446,Perth Road,,S00099505,3004,5,0,2024-12-20,Dundee,1.06463,DD,DD1,Scotland,Scottish Water,9C8VF256+HR,,,Dundee,Eastern Scotland,Angus and Dundee City,,0.890049,,,,,S00148560,5.0,S14000075,Dundee Central,,
DD1 5HZ,Yes,56.459184,-2.988867,339158.0,730109.0,NO391301,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1980-01-01,,,,0.0,0.0,,Perth Road - 05,Large urban area,Scotland,44.0,,S01007693,,S02001446,Perth Road,,S00099505,3004,1,0,2024-12-20,Dundee,1.12502,DD,DD1,Scotland,Scottish Water,9C8VF256+MF,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059005373,9059005374,9059025563,9059083393,9059090122,9059093993,9059102077,9059102078,9059102079,9059102335,9059102866",0.928379,,,,,S00148559,5.0,S14000075,Dundee Central,,"Bellfield Street,Ure Street"
DD1 5JA,Yes,56.458622,-2.98833,339190.0,730046.0,NO391300,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1980-01-01,,,,0.0,0.0,,Perth Road - 05,Large urban area,Scotland,43.0,,S01007693,,S02001446,Perth Road,,S00099505,3004,1,0,2024-12-20,Dundee,1.07785,DD,DD1,Scotland,Scottish Water,9C8VF256+CM,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059003586,9059022798,9059027668,9059077420,9059090126,9059090127,9059090128,9059106274",0.858018,,,,,S00148559,5.0,S14000075,Dundee Central,,Bellfield Street
DD1 5JB,No,56.4583,-2.988159,339200.0,730010.0,NO392300,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1973-08-01,1992-07-01,,,,,,Perth Road - 05,Large urban area,Scotland,42.0,,S01007693,,S02001446,Perth Road,,S00099505,3004,8,1,2024-12-20,Dundee,1.06025,DD,DD1,Scotland,Scottish Water,9C8VF256+8P,,,Dundee,Eastern Scotland,Angus and Dundee City,,0.820043,,,,,S00148559,5.0,S14000075,Dundee Central,,
DD1 5JD,Yes,56.45902,-2.989168,339139.0,730091.0,NO391300,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1980-01-01,,,,0.0,0.0,,Perth Road - 05,Large urban area,Scotland,44.0,,S01007693,,S02001446,Perth Road,,S00099505,3004,1,0,2024-12-20,Dundee,1.13821,DD,DD1,Scotland,Scottish Water,9C8VF256+J8,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059051815,9059051816,9059075930,9059085334,9059085617,9059094419,9059096602,10015362984,10025279411",0.90772,,,,,S00148559,5.0,S14000075,Dundee Central,,Ure Street
DD1 5JE,No,56.458832,-2.989147,339140.0,730070.0,NO391300,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1980-01-01,1995-12-01,,,,,,Perth Road - 05,Large urban area,Scotland,44.0,,S01007693,,S02001446,Perth Road,,S00099505,3004,8,0,2024-12-20,Dundee,1.13198,DD,DD1,Scotland,Scottish Water,9C8VF256+G8,,,Dundee,Eastern Scotland,Angus and Dundee City,,0.887328,,,,,S00148559,5.0,S14000075,Dundee Central,,
DD1 5JF,No,56.458552,-2.990438,339060.0,730040.0,NO390300,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1983-05-01,1994-12-01,,,,,,Perth Road - 05,Large urban area,Scotland,44.0,,S01007693,,S02001446,Perth Road,,S00099505,3004,8,0,2024-12-20,Dundee,1.20295,DD,DD1,Scotland,Scottish Water,9C8VF255+CR,,,Dundee,Eastern Scotland,Angus and Dundee City,,0.840193,,,,,S00148559,5.0,S14000075,Dundee Central,,
DD1 5JH,Yes,56.459425,-2.992411,338940.0,730139.0,NO389301,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1980-01-01,,,,19.0,12.0,,Perth Road - 05,Large urban area,Scotland,48.0,,S01007693,,S02001446,Perth Road,,S00098466,3004,1,0,2024-12-20,Dundee,1.34228,DD,DD1,Scotland,Scottish Water,9C8VF255+Q2,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059009250,9059009251,9059009296,9059025989,9059028072,9059030630,9059030631,9059030855,9059030856,9059060700,9059060701,9059060706,9059060707,9059071654,9059071655,9059071656,9059071657,9059071661,9059071663,9059071818,9059071819,9059071820,9059071828,9059071831,9059071832,9059071833,9059071834,9059071835,9059071836,9059071845,9059071881,9059071978,9059076865,9059076866,9059076867,9059076868,9059076869,9059076871,9059076872,9059076873,9059076874,9059076875,9059076877,9059077997,9059078012,9059078014,9059078015,9059078016,9059078018,9059078019,9059078020,9059078022,9059084994,9059095179,9059098784",0.911106,,,,,S00148556,5.0,S14000075,Dundee Central,,"Annfield Road,Annfield Row"
DD1 5JJ,Yes,56.458122,-2.990232,339072.0,729992.0,NO390299,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1998-06-01,,,,0.0,0.0,,Perth Road - 05,Large urban area,Scotland,43.0,,S01007693,,S02001446,Perth Road,,S00099505,3004,1,0,2024-12-20,Dundee,1.18227,DD,DD1,Scotland,Scottish Water,9C8VF255+6W,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059063584,9059080385,9059086263,9059086624,9059086625,9059092752,9059092753,9059098072,9059098925,9059099784,9059099794,9059099795,9059099796,9059099797,9059099798,9059099799,9059099800,9059100980,9059100981,9059102385,9059102386,9059102387,9059102973,9059103652,10024855821",0.795555,,,,,S00148559,5.0,S14000075,Dundee Central,,"Annfield Road,Hawkhill,Ure Street"
DD1 5JL,No,56.459271,-2.993799,338854.0,730123.0,NO388301,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1996-06-01,2001-08-01,,,,,,Perth Road - 05,Large urban area,Scotland,50.0,,S01007693,,S02001446,Perth Road,,S00098466,3004,1,0,2024-12-20,Dundee,1.42128,DD,DD1,Scotland,Scottish Water,9C8VF254+PF,,,Dundee,Eastern Scotland,Angus and Dundee City,,0.876587,,,,,S00148556,5.0,S14000075,Dundee Central,,
DD1 5JQ,No,56.458386,-2.988648,339170.0,730020.0,NO391300,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1973-08-01,1978-07-01,,,,,,Perth Road - 05,Large urban area,Scotland,43.0,,S01007693,,S02001446,Perth Road,,S00099505,3004,8,0,2024-12-20,Dundee,1.09154,DD,DD1,Scotland,Scottish Water,9C8VF256+9G,,,Dundee,Eastern Scotland,Angus and Dundee City,,0.83777,,,,,S00148559,5.0,S14000075,Dundee Central,,
DD1 5JT,No,56.458385,-2.988811,339160.0,730020.0,NO391300,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1973-08-01,1978-06-01,,,,,,Perth Road - 05,Large urban area,Scotland,43.0,,S01007693,,S02001446,Perth Road,,S00099505,3004,8,0,2024-12-20,Dundee,1.10134,DD,DD1,Scotland,Scottish Water,9C8VF256+9F,,,Dundee,Eastern Scotland,Angus and Dundee City,,0.84045,,,,,S00148559,5.0,S14000075,Dundee Central,,
DD1 5JZ,No,56.45954,-2.990463,339060.0,730150.0,NO390301,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1973-08-01,1992-07-01,,,,,,Perth Road - 05,Large urban area,Scotland,45.0,,S01007693,,S02001446,Perth Road,,S00099505,3004,8,1,2024-12-20,Dundee,1.23006,DD,DD1,Scotland,Scottish Water,9C8VF255+RR,,,Dundee,Eastern Scotland,Angus and Dundee City,,0.94844,,,,,S00148559,5.0,S14000075,Dundee Central,,
DD1 5LA,Yes,56.457213,-2.991575,338988.0,729892.0,NO389298,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1980-01-01,,,,0.0,0.0,,Perth Road - 05,Large urban area,Scotland,42.0,,S01007693,,S02001446,Perth Road,,S00098466,3004,1,0,2024-12-20,Dundee,1.25332,DD,DD1,Scotland,Scottish Water,9C8VF245+V9,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059020762,9059037881",0.678645,,,,,S00148556,5.0,S14000075,Dundee Central,,Hawkhill
DD1 5LB,Yes,56.458189,-2.993041,338899.0,730002.0,NO388300,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1980-01-01,,,,0.0,0.0,,Perth Road - 05,Large urban area,Scotland,44.0,,S01007693,,S02001446,Perth Road,,S00099504,3004,1,0,2024-12-20,Dundee,1.35397,DD,DD1,Scotland,Scottish Water,9C8VF254+7Q,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059005738,9059006483,9059028736,9059029028,9059030353,9059030823,9059035194,9059037702,9059038954,9059042041,9059042047,9059063635,9059069460,9059088463,10025423911",0.767304,,,,,S00148579,5.0,S14000075,Dundee Central,,"Peddie Street,Step Row"
DD1 5LH,No,56.459153,-2.993861,338850.0,730110.0,NO388301,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1973-08-01,1983-03-01,,,,,,Perth Road - 05,Large urban area,Scotland,50.0,,S01007693,,S02001446,Perth Road,,S00098466,3004,8,0,2024-12-20,Dundee,1.42221,DD,DD1,Scotland,Scottish Water,9C8VF254+MF,,,Dundee,Eastern Scotland,Angus and Dundee City,,0.862834,,,,,S00148556,5.0,S14000075,Dundee Central,,
DD1 5LJ,Yes,56.459512,-2.993984,338843.0,730150.0,NO388301,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1980-01-01,,,,22.0,13.0,,Perth Road - 05,Large urban area,Scotland,52.0,,S01007693,,S02001446,Perth Road,,S00098466,3004,1,0,2024-12-20,Dundee,1.43838,DD,DD1,Scotland,Scottish Water,9C8VF254+RC,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059020761,9059021259,9059047109,9059076888,9059076889,9059076890,9059076891,9059076892,9059076893,9059076894,9059076895,9059076896,9059076897,9059076898,9059076899,9059076900,9059078023",0.900723,,,,,S00148556,5.0,S14000075,Dundee Central,,Annfield Street
DD1 5LL,No,56.459425,-2.993544,338870.0,730140.0,NO388301,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1973-08-01,1983-03-01,,,,,,Perth Road - 05,Large urban area,Scotland,50.0,,S01007693,,S02001446,Perth Road,,S00098466,3004,8,0,2024-12-20,Dundee,1.40986,DD,DD1,Scotland,Scottish Water,9C8VF254+QH,,,Dundee,Eastern Scotland,Angus and Dundee City,,0.896742,,,,,S00148556,5.0,S14000075,Dundee Central,,
DD1 5LN,No,56.45952,-2.992897,338910.0,730150.0,NO389301,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1973-08-01,1983-03-01,,,,,,Perth Road - 05,Large urban area,Scotland,49.0,,S01007693,,S02001446,Perth Road,,S00098466,3004,8,0,2024-12-20,Dundee,1.37379,DD,DD1,Scotland,Scottish Water,9C8VF254+RR,,,Dundee,Eastern Scotland,Angus and Dundee City,,0.915383,,,,,S00148556,5.0,S14000075,Dundee Central,,
DD1 5LP,Yes,56.460011,-2.993348,338883.0,730205.0,NO388302,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1982-03-01,,,,11.0,9.0,,Perth Road - 05,Large urban area,Scotland,52.0,,S01007693,,S02001446,Perth Road,,S00098466,3004,1,0,2024-12-20,Dundee,1.41476,DD,DD1,Scotland,Scottish Water,9C8VF264+2M,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059014920,9059015084,9059015085,9059015207,9059015208,9059015209,9059015210,9059015211,9059015212,9059015213,9059019638",0.963618,,,,,S00148556,5.0,S14000075,Dundee Central,,Blackness Street
DD1 5LR,Yes,56.459838,-2.993668,338863.0,730186.0,NO388301,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1980-01-01,,,,65.0,41.0,,Perth Road - 05,Large urban area,Scotland,53.0,,S01007693,,S02001446,Perth Road,,S00098465,3004,1,0,2024-12-20,Dundee,1.42852,DD,DD1,Scotland,Scottish Water,9C8VF254+WG,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059005810,9059005811,9059005812,9059005813,9059005814,9059005856,9059017809,9059017810,9059017811,9059017812,9059017814,9059017815,9059017816,9059017817,9059017818,9059028039,9059028050,9059028701,9059028712,9059028722,9059028734,9059028744,9059028755,9059028764,9059035786,9059035787,9059035788,9059035789,9059035790,9059035956,9059037665,9059037666,9059037667,9059037707,9059037708,9059037709,9059037710,9059037711,9059045793,9059050624,9059050626,9059050718,9059050719,9059050720,9059050721,9059050723,9059050724,9059050725,9059068240,9059068241,9059068242,9059068243,9059068244,9059068289",0.940551,,,,,S00148555,5.0,S14000075,Dundee Central,,Blackness Street
DD1 5LS,Yes,56.457382,-2.992841,338910.0,729912.0,NO389299,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1982-12-01,,,,74.0,61.0,,Perth Road - 05,Large urban area,Scotland,43.0,,S01007693,,S02001446,Perth Road,,S00099504,3004,1,0,2024-12-20,Dundee,1.33217,DD,DD1,Scotland,Scottish Water,9C8VF244+XV,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059005676,9059005677,9059005679,9059005680,9059005681,9059005682,9059005685,9059005686,9059005687,9059030282,9059030283,9059030284,9059030285,9059030286,9059030287,9059030289,9059030290,9059030291,9059034105,9059034115,9059034126,9059038915,9059038916,9059038917,9059038918,9059038919,9059038920,9059038921,9059038922,9059038924,9059058338,9059058339,9059058340,9059058341,9059058342,9059058343,9059058344,9059058346,9059058347,9059063529,9059063531,9059063532,9059063533,9059063534,9059063535,9059063536,9059063537,9059063538,9059063539,9059063540,9059063542,9059063543,9059063544,9059063545,9059063546,9059063547,9059063548,9059063549,9059063550,9059063595,9059063596,9059063597,9059063598,9059063599,9059063600,9059063601,9059063602",0.681164,,,,,S00148579,5.0,S14000075,Dundee Central,,Peddie Street
DD1 5LT,Yes,56.460061,-2.994972,338783.0,730212.0,NO387302,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1980-01-01,,,,55.0,31.0,,Perth Road - 05,Large urban area,Scotland,57.0,,S01007693,,S02001446,Perth Road,,S00098468,3004,1,0,2024-12-20,Dundee,1.51228,DD,DD1,Scotland,Scottish Water,9C8VF264+22,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059007848,9059009703,9059009705,9059009706,9059009707,9059009708,9059009709,9059009710,9059022477,9059022478,9059022479,9059022480,9059022481,9059022482,9059022483,9059022487,9059028936,9059028937,9059028940,9059028944,9059028946,9059028948,9059028950,9059028952,9059029023,9059029031,9059029129,9059029130,9059029131,9059052700,9059052701,9059052702,9059052703,9059052705,9059052727,9059067151,9059067152,9059067155,9059067158,9059067160,9059067162,9059067165,9059067173",0.948522,,,,,S00148550,5.0,S14000075,Dundee Central,,Peddie Street
DD1 5LU,Yes,56.460029,-2.9945,338812.0,730208.0,NO388302,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1980-01-01,,,,40.0,30.0,,Perth Road - 05,Large urban area,Scotland,56.0,,S01007693,,S02001446,Perth Road,,S00098467,3004,1,0,2024-12-20,Dundee,1.48339,DD,DD1,Scotland,Scottish Water,9C8VF264+26,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059016713,9059016714,9059016715,9059016716,9059016717,9059016720,9059019127,9059019128,9059019140,9059031336,9059031337,9059031338,9059031340,9059031341,9059031342,9059046680,9059046681,9059046682,9059051548,9059051549,9059051550,9059051551,9059051552,9059051553,9059051554,9059051556,9059051557,9059051558,9059051559,9059051582,9059083273,9059083274,9059083278,9059083280,9059083282,9059083318",0.95099,,,,,S00148545,5.0,S14000075,Dundee Central,,Peddie Street
DD1 5LW,Yes,56.459855,-2.99263,338927.0,730187.0,NO389301,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1980-01-01,,,,12.0,8.0,,Perth Road - 05,Large urban area,Scotland,49.0,,S01007693,,S02001446,Perth Road,,S00098466,3004,1,0,2024-12-20,Dundee,1.36761,DD,DD1,Scotland,Scottish Water,9C8VF254+WW,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059008570,9059008574,9059076879,9059076881,9059076882,9059076883,9059076884,9059076885,9059076886,9059076887,9059106890,9059106891",0.955579,,,,,S00148556,5.0,S14000075,Dundee Central,,Annfield Street
DD1 5LX,Yes,56.459689,-2.994232,338828.0,730170.0,NO388301,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1980-01-01,,,,31.0,25.0,,Perth Road - 05,Large urban area,Scotland,53.0,,S01007693,,S02001446,Perth Road,,S00098468,3004,1,0,2024-12-20,Dundee,1.45786,DD,DD1,Scotland,Scottish Water,9C8VF254+V8,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059021255,9059021256,9059021257,9059033501,9059033502,9059033503,9059033505,9059033506,9059033507,9059033508,9059033509,9059033512,9059058419,9059058430,9059058436,9059058446,9059058457,9059058466,9059058477,9059058488,9059058502,9059058587,9059058588,9059058589,9059058590,9059058591,9059058592,9059058593,9059058594,9059058604",0.917028,,,,,S00148550,5.0,S14000075,Dundee Central,,Peddie Street
DD1 5LY,Yes,56.459409,-2.994468,338813.0,730139.0,NO388301,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1980-01-01,,,,61.0,34.0,,Perth Road - 05,Large urban area,Scotland,52.0,,S01007693,,S02001446,Perth Road,,S00098469,3004,1,0,2024-12-20,Dundee,1.46472,DD,DD1,Scotland,Scottish Water,9C8VF254+Q6,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059018751,9059018753,9059018754,9059018755,9059018756,9059018757,9059031969,9059031971,9059031972,9059031973,9059031974,9059031975,9059031976,9059031977,9059031978,9059031980,9059031982,9059036614,9059036615,9059036616,9059036617,9059036618,9059036621,9059043182,9059043183,9059043184,9059043185,9059043186,9059043187,9059043191,9059043194,9059060982,9059060983,9059060984,9059060985,9059060986,9059060988,9059082296,9059082307,9059082316,9059082317,9059082319,9059082326,9059088462,9059096269",0.883269,,,,,S00148567,5.0,S14000075,Dundee Central,,"Annfield Street,Peddie Street"
DD1 5LZ,Yes,56.458293,-2.993563,338867.0,730014.0,NO388300,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1981-01-01,,,,56.0,18.0,,Perth Road - 05,Large urban area,Scotland,45.0,,S01007693,,S02001446,Perth Road,,S00099504,3004,1,0,2024-12-20,Dundee,1.38734,DD,DD1,Scotland,Scottish Water,9C8VF254+8H,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059005295,9059011637,9059011638,9059011639,9059011640,9059011644,9059011650,9059011651,9059013064,9059015300,9059024811,9059027552,9059029441,9059040653,9059043181,9059055504,9059056898,9059057660,9059057661,9059064142,9059068470,9059069572,9059096268,9059102989",0.772113,,,,,S00148579,5.0,S14000075,Dundee Central,,"Annfield Row,Peddie Street"
DD1 5NA,Yes,56.461067,-2.987128,339268.0,730317.0,NO392303,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,2006-10-01,,,,28.0,0.0,,Perth Road - 06,Large urban area,Scotland,32.0,,S01007694,,S02001446,Perth Road,,S00098482,1654,1,0,2024-12-20,Dundee,1.10206,DD,DD1,Scotland,Scottish Water,9C8VF267+C4,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059091435,9059091436,9059091437,9059091438,9059091439,9059091440,9059091441,9059098254",1.10359,,,,,S00148514,3.0,S14000075,Dundee Central,,Brook Close
DD1 5NB,Yes,56.461131,-2.988087,339209.0,730325.0,NO392303,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,2005-11-01,,,,72.0,0.0,,Perth Road - 06,Large urban area,Scotland,35.0,,S01007694,,S02001446,Perth Road,,S00098482,1654,1,0,2024-12-20,Dundee,1.15777,DD,DD1,Scotland,Scottish Water,9C8VF266+FQ,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059024338,9059077790,9059081284,9059087165,9059091415,9059091416,9059091417,9059091418,9059091419,9059091420,9059091421,9059091422,9059091423,9059091424,9059091425,9059091426,9059091428,9059091429,9059091430,9059091431,9059091432,9059091434,9059096417,9059098253,10024856997",1.12696,,,,,S00148514,3.0,S14000075,Dundee Central,,"Brook Court,Brook Gardens,Brook Street,Douglas Street,Larch Street"
DD1 5NG,No,56.459686,-2.983327,339500.0,730160.0,NO394301,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1973-08-01,1994-12-01,,,,,,Perth Road - 05,Large urban area,Scotland,33.0,,S01007693,,S02001446,Perth Road,,S00099505,3004,8,0,2024-12-20,Dundee,0.824709,DD,DD1,Scotland,Scottish Water,9C8VF258+VM,,,Dundee,Eastern Scotland,Angus and Dundee City,,0.888233,,,,,S00148560,5.0,S14000075,Dundee Central,,
DD1 5NH,Yes,56.461144,-2.988655,339174.0,730327.0,NO391303,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,2004-07-01,,,,65.0,34.0,,Perth Road - 06,Large urban area,Scotland,36.0,,S01007694,,S02001446,Perth Road,,S00098481,1654,1,0,2024-12-20,Dundee,1.18972,DD,DD1,Scotland,Scottish Water,9C8VF266+FG,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059071951,9059071952,9059071953,9059071954,9059071956,9059071957,9059071958,9059071959,9059071960,9059071961,9059071962,9059071963,9059071964,9059071965,9059071966,9059071967,9059071968,9059071969,9059071970,9059071971,9059071972,9059071973,9059071974,9059071975,9059071977,9059071979,9059071980,9059071981,9059071982,9059071983,9059071984,9059071985,9059071986,9059071987,9059081291,9059098203",1.1381,,,,,S00148516,3.0,S14000075,Dundee Central,,"Brook Court,Brook Street"
DD1 5NL,Yes,56.460356,-2.986135,339328.0,730237.0,NO393302,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1980-01-01,,,,16.0,5.0,,Perth Road - 06,Large urban area,Scotland,34.0,,S01007694,,S02001446,Perth Road,,S00098480,1654,1,0,2024-12-20,Dundee,1.01239,DD,DD1,Scotland,Scottish Water,9C8VF267+4G,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059020037,9059020146,9059020147,9059020149,9059020150,9059075929,9059078368",1.00921,,,,,S00148524,3.0,S14000075,Dundee Central,,Urquhart Street
DD1 5NN,Yes,56.460425,-2.98752,339243.0,730246.0,NO392302,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,2002-06-01,,,,120.0,42.0,,Perth Road - 06,Large urban area,Scotland,38.0,,S01007694,,S02001446,Perth Road,,S00098480,1654,1,0,2024-12-20,Dundee,1.09303,DD,DD1,Scotland,Scottish Water,9C8VF266+5X,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059014809,9059014810,9059014811,9059014812,9059014813,9059014814,9059014815,9059014816,9059014817,9059014818,9059014819,9059014820,9059014822,9059014823,9059014824,9059014825,9059014865,9059014866,9059014869,9059014873,9059014875,9059014876,9059014877,9059014878,9059014879,9059014880,9059014881,9059014882,9059014883,9059014884,9059014887,9059014888,9059014889,9059014890,9059014891,9059014892,9059081226,9059099881,9059099882,9059099883,9059099884,9059099885,9059099886,9059099887,9059099888,10015445730",1.04041,,,,,S00148524,3.0,S14000075,Dundee Central,,"Blackness Road,Larch Street"
DD1 5NP,No,56.460816,-2.986975,339277.0,730289.0,NO392302,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1984-09-01,2001-05-01,,,,,,Perth Road - 06,Large urban area,Scotland,32.0,,S01007694,,S02001446,Perth Road,,S00098482,1654,1,0,2024-12-20,Dundee,1.08105,DD,DD1,Scotland,Scottish Water,9C8VF267+86,,,Dundee,Eastern Scotland,Angus and Dundee City,,1.07365,,,,,S00148514,3.0,S14000075,Dundee Central,,
DD1 5NQ,Yes,56.460763,-2.988045,339211.0,730284.0,NO392302,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,2002-06-01,,,,90.0,27.0,,Perth Road - 06,Large urban area,Scotland,36.0,,S01007694,,S02001446,Perth Road,,S00098482,1654,1,0,2024-12-20,Dundee,1.1378,DD,DD1,Scotland,Scottish Water,9C8VF266+8Q,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059014861,9059014864,9059014867,9059014868,9059014870,9059014871,9059014872,9059014886,9059020460,9059020461,9059057464,9059057465,9059057467,9059057468,9059057469,9059057470,9059057471,9059057472,9059057473,9059057505,9059057506,9059057507,9059057548,9059057549,9059057550,9059057552,9059057554,9059057556,9059081238",1.08619,,,,,S00148514,3.0,S14000075,Dundee Central,,"Blackness Road,Larch Street"
DD1 5NR,Yes,56.461264,-2.989421,339127.0,730341.0,NO391303,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,2003-02-01,,,,47.0,20.0,,Perth Road - 06,Large urban area,Scotland,37.0,,S01007694,,S02001446,Perth Road,,S00098482,1654,1,0,2024-12-20,Dundee,1.2379,DD,DD1,Scotland,Scottish Water,9C8VF266+G6,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059084216,9059084360,9059084361,9059084362,9059084363,9059084364,9059084365,9059084366,9059084367,9059084368,9059084369,9059084370,9059084371,9059084519,9059084744,9059084745,9059084747,9059084748,9059084749,9059084752,9059084753,9059084754,9059091618",1.15109,,,,,S00148514,3.0,S14000075,Dundee Central,,Edward Street
DD1 5NS,Yes,56.461386,-2.991002,339030.0,730356.0,NO390303,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1980-01-01,,,,0.0,0.0,,Perth Road - 06,Large urban area,Scotland,38.0,,S01007694,,S02001446,Perth Road,,S00098484,1654,1,0,2024-12-20,Dundee,1.33173,DD,DD1,Scotland,Scottish Water,9C8VF265+HH,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059084214,9059084428,9059096322",1.14445,,,,,S00148504,3.0,S14000075,Dundee Central,,"Brook Street,Edward Street"
DD1 5NT,Yes,56.461208,-2.990766,339044.0,730336.0,NO390303,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1980-01-01,,,,107.0,58.0,,Perth Road - 06,Large urban area,Scotland,39.0,,S01007694,,S02001446,Perth Road,,S00098484,1654,1,0,2024-12-20,Dundee,1.31048,DD,DD1,Scotland,Scottish Water,9C8VF265+FM,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059002625,9059002626,9059007783,9059007784,9059007786,9059007787,9059007788,9059007789,9059007790,9059007791,9059007792,9059007793,9059007794,9059007795,9059023277,9059023280,9059023281,9059023295,9059023296,9059023297,9059023298,9059023300,9059023301,9059023302,9059023303,9059023304,9059023305,9059023306,9059023307,9059069028,9059082236,9059082237,9059082238,9059082239,9059082240,9059082241,9059082242,9059082243,9059082244,9059082245,9059082246,9059082247,9059082248,9059082249,9059082250,9059082251,9059082252,9059082253,9059082255,9059082256,9059082257,9059082258,9059082259,9059082260,9059082261,9059082262,9059082263,9059082264,9059082265,9059082266,9059082267,9059082268,9059082269,9059082270,9059084751,9059085111,9059096875,9059105987,10025279412",1.12788,,,,,S00148504,3.0,S14000075,Dundee Central,,"Edward Street,Forest Park Place,Larch Street"
