Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,County,District,Ward,District Code,Ward Code,Country,County Code,Introduced,Terminated,Parish,National Park,Population,Households,Built up area,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code,Local authority,MSOA Code,Middle layer super output area,Parish Code,Census output area,Index of Multiple Deprivation,Quality,User Type,Last updated,Nearest station,Distance to station,Postcode area,Postcode district,Police force,Water company,Plus Code,Average Income,Sewage Company,Travel To Work Area,ITL level 2,ITL level 3,UPRNs,Distance to sea,LSOA21 Code,Lower layer super output area 2021,MSOA21 Code,Middle layer super output area 2021,Census output area 2021,IMD decile,Constituency Code 2024,Constituency Name 2024,Property Type,Roads,Affluence Score
DD1 1DJ,Yes,56.462612,-2.969985,340327.0,730474.0,NO403304,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,16.0,9.0,,City Centre - 05,Large urban area,Scotland,17.0,,S01007705,,S02001448,City Centre,,S00098441,1414,1,0,2024-12-20,Dundee,0.68449,DD,DD1,Scotland,Scottish Water,9C8VF27J+22,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059012500,9059044292,9059054535,9059081490,9059083001,9059088954,9059088955,9059089128,9059089131,9059089132,9059089133,9059089134,9059089166,9059089233,9059089238,9059089256,9059089257,9059089258,9059089259,9059089260,9059089261,9059090639,9059098027,9059101306,9059101307,9059101308,9059101309,9059101310,9059106086,9059106087,9059107959,9059113093",0.978446,,,,,S00148458,3.0,S14000075,Dundee Central,,Panmure Street,0.7961968355349107
DD1 1EF,Yes,56.46404,-2.9713,340248.0,730634.0,NO402306,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,22.0,13.0,,City Centre - 05,Large urban area,Scotland,22.0,,S01007705,,S02001448,City Centre,,S00098441,1414,1,0,2024-12-20,Dundee,0.839079,DD,DD1,Scotland,Scottish Water,9C8VF27H+JF,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059032176,9059032177,9059032178,9059032179,9059032180,9059048575,9059048576,9059048577,9059057809,9059075012,9059075013,9059075014,9059087729,9059088951,9059088952,9059088957,9059088958,9059088961,9059088963,9059088964,9059098709,9059099061,9059099062,9059106794",1.15638,,,,,S00148458,3.0,S14000075,Dundee Central,,Panmure Street,0.7961968355349107
DD1 1EL,Yes,56.464092,-2.971496,340236.0,730640.0,NO402306,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1981-07-01,,,,33.0,21.0,,City Centre - 05,Large urban area,Scotland,23.0,,S01007705,,S02001448,City Centre,,S00098441,1414,1,0,2024-12-20,Dundee,0.845026,DD,DD1,Scotland,Scottish Water,9C8VF27H+JC,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059024613,9059027421,9059027432,9059027844,9059027854,9059027865,9059027876,9059027887,9059027899,9059027910,9059027921,9059027932,9059027943,9059027954,9059027965,9059027976,9059027997,9059028007,9059028525,9059028536,9059028547,9059028557,9059039160,9059039162,9059074918,9059075905,9059075907,9059075913,9059094052,9059094053,9059099344,9059102240,10091940487",1.16539,,,,,S00148458,3.0,S14000075,Dundee Central,,A929,0.7961968355349107
DD1 1EQ,Yes,56.463492,-2.970166,340317.0,730572.0,NO403305,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,33.0,17.0,,City Centre - 05,Large urban area,Scotland,18.0,,S01007705,,S02001448,City Centre,,S00098441,1414,1,0,2024-12-20,Dundee,0.780775,DD,DD1,Scotland,Scottish Water,9C8VF27H+9W,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059055725,9059056219,9059056223,9059056225,9059056226,9059056272,9059056273,9059059976,9059059978,9059059979,9059059980,9059059981,9059059982,9059059983,9059059984,9059059985,9059059986,9059087446,9059087447,9059087448,9059087449,9059087450,9059090628,9059090632,9059090633,9059090634,9059090635,9059090636,9059090637,9059090638,9059094171,9059098404,9059102630,9059102631",1.07733,,,,,S00148458,3.0,S14000075,Dundee Central,,"Meadow Lane,Panmure Street",0.7961968355349107
DD1 1EX,Yes,56.462405,-2.97579,339969.0,730456.0,NO399304,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,5.0,2.0,,City Centre - 05,Large urban area,Scotland,22.0,,S01007705,,S02001448,City Centre,,S00098440,1414,1,0,2024-12-20,Dundee,0.715114,DD,DD1,Scotland,Scottish Water,9C8VF26F+XM,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059014893,9059041173,9059041174,9059075845,9059075848,9059075849,9059075850,9059075851,9059075852,9059075854,9059075858,9059075859,9059096703,9059097944,9059105299,9059105300,9059105301,9059105302,9059105303,9059105304,9059105305,9059105306,9059105307,9059105308,9059105309,9059105310,9059105311,9059107385,9059107386,9059107387,9059107388,9059107389,9059107390,9059107391,9059107392,9059107393",1.05524,,,,,S00148480,3.0,S14000075,Dundee Central,,"Bell Street,Nicoll Street,West Bell Street",0.7961968355349107
DD1 1HF,Yes,56.463579,-2.972655,340164.0,730584.0,NO401305,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,47.0,23.0,,City Centre - 05,Large urban area,Scotland,22.0,,S01007705,,S02001448,City Centre,,S00098442,1414,1,0,2024-12-20,Dundee,0.792846,DD,DD1,Scotland,Scottish Water,9C8VF27G+CW,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059004985,9059019073,9059019138,9059019139,9059019266,9059019267,9059019268,9059019269,9059020169,9059020170,9059020171,9059020172,9059020173,9059020174,9059020175,9059025006,9059025007,9059035435,9059035471,9059035491,9059049797,9059049799,9059049923,9059049925,9059049926,9059056270,9059056271,9059056331,9059056332,9059056333,9059056334,9059056335,9059056336,9059056337,9059066064,9059077214,9059077215,9059077218,9059093538,9059097192,9059098749,9059098750,9059100877,9059100878,9059102138,9059103107,9059106717,9059106718,9059106719,9059106720",1.12939,,,,,S00148458,3.0,S14000075,Dundee Central,,"Bell Street,Euclid Crescent,Irvine's Square,Soapwork Lane",0.7961968355349107
DD1 1HP,Yes,56.463637,-2.971111,340259.0,730589.0,NO402305,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,55.0,0.0,,City Centre - 05,Large urban area,Scotland,21.0,,S01007705,,S02001448,City Centre,,S00098441,1414,1,0,2024-12-20,Dundee,0.794298,DD,DD1,Scotland,Scottish Water,9C8VF27H+FH,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059009977,9059009978,9059009979,9059009980,9059009982,9059009983,9059009984,9059009985,9059009986,9059023462,9059028475,9059038977,9059078583,9059078587,9059078588,9059097424,9059112765",1.10928,,,,,S00148458,3.0,S14000075,Dundee Central,,"A929,Bell Street,Panmure Street",0.7961968355349107
DD1 1HX,Yes,56.464105,-2.973156,340134.0,730643.0,NO401306,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1996-06-01,,,,19.0,0.0,,City Centre - 05,Large urban area,Scotland,25.0,,S01007705,,S02001448,City Centre,,S00098442,1414,1,0,2024-12-20,Dundee,0.854716,DD,DD1,Scotland,Scottish Water,9C8VF27G+JP,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059030988,9059076628,9059076629,9059093539,9059097366,9059097884,9059098558,9059101017,9059101018,9059101019,9059101020,9059101021,9059101022,9059101023,9059101024,9059101025,9059101026,9059101027,9059101028,9059101029,9059101030,9059101031,9059101032,9059101033,9059101034,9059101035,9059101036,9059101037,9059101038,9059101039,9059101040,9059101041,9059101042,9059101043,9059101044,9059101045,9059101046,9059101047,9059101048,9059104101,9059111747,9059111748,9059111749,9059111750,9059111751,9059111752,9059111753,9059111754,9059111755,9059111756,9059111757,9059111758,9059111759,9059111760,9059111761",1.19521,,,,,S00148458,3.0,S14000075,Dundee Central,,"A929,Soapwork Lane,Victoria Way",0.7961968355349107
DD1 1JG,Yes,56.463917,-2.972043,340202.0,730621.0,NO402306,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,13.0,8.0,,City Centre - 05,Large urban area,Scotland,23.0,,S01007705,,S02001448,City Centre,,S00098442,1414,1,0,2024-12-20,Dundee,0.826993,DD,DD1,Scotland,Scottish Water,9C8VF27H+H5,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059048663,9059048664,9059048665,9059048666,9059048667,9059048669,9059048670,9059048673,9059048795,9059058349,9059075908,9059075909,9059089197,9059089198,9059111222",1.15571,,,,,S00148458,3.0,S14000075,Dundee Central,,A929,0.7961968355349107
DD1 1JN,Yes,56.464504,-2.971653,340227.0,730686.0,NO402306,,Dundee City,Coldside,S12000042,S13002548,Scotland,S99999999,1980-01-01,,,,84.0,7.0,,Docks and Wellgate - 05,Large urban area,Scotland,27.0,,S01007711,,S02001449,Docks and Wellgate,,S00099542,1165,1,0,2024-12-20,Dundee,0.891043,DD,DD1,Scotland,Scottish Water,9C8VF27H+R8,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059043893,9059055770,9059058231,9059058232,9059058233,9059058235,9059058236,9059058237,9059058238,9059058239,9059058240,9059058241,9059058242,9059058243,9059058244,9059058246,9059058247,9059075914,9059075915,9059075916,9059075917,9059075918,9059075919,9059075920,9059075926,9059075927,9059076870,9059104896,9059104897,9059107949,10025423655",1.21293,,,,,S00148410,2.0,S14000075,Dundee Central,,A929,0.8323414138481637
DD1 1JR,Yes,56.464813,-2.97119,340256.0,730720.0,NO402307,,Dundee City,Coldside,S12000042,S13002548,Scotland,S99999999,1980-01-01,,,,59.0,21.0,,Docks and Wellgate - 05,Large urban area,Scotland,28.0,,S01007711,,S02001449,Docks and Wellgate,,S00099542,1165,1,0,2024-12-20,Dundee,0.924955,DD,DD1,Scotland,Scottish Water,9C8VF27H+WG,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059044613,9059044624,9059044677,9059044688,9059045393,9059045404,9059045415,9059045426,9059045437,9059045448,9059045459,9059045468,9059045479,9059045487,9059045498,9059045509,9059045519,9059045529,9059045539,9059045550,9059045561,9059045572,9059045584,9059067148,9059082573",1.23864,,,,,S00148410,2.0,S14000075,Dundee Central,,Dudhope Street,0.8323414138481637
DD1 1LH,Yes,56.46246,-2.974505,340048.0,730461.0,NO400304,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,6.0,3.0,,City Centre - 05,Large urban area,Scotland,22.0,,S01007705,,S02001448,City Centre,,S00098441,1414,1,0,2024-12-20,Dundee,0.693734,DD,DD1,Scotland,Scottish Water,9C8VF26G+X5,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059015082,9059015083,9059015205,9059015206,9059081091",1.03924,,,,,S00148458,3.0,S14000075,Dundee Central,,Dudhope Crescent Road,0.7961968355349107
DD1 1LY,Yes,56.462138,-2.975503,339986.0,730426.0,NO399304,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,11.0,6.0,,City Centre - 05,Large urban area,Scotland,21.0,,S01007705,,S02001448,City Centre,,S00098440,1414,1,0,2024-12-20,Dundee,0.68092,DD,DD1,Scotland,Scottish Water,9C8VF26F+VQ,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059002343,9059048646,9059081090,9059087909,9059087910,9059087911,9059087912,9059087913,9059087914,9059094408,9059094409,9059101190,9059101191,9059101192",1.02126,,,,,S00148480,3.0,S14000075,Dundee Central,,Nicoll Street,0.7961968355349107
DD1 1LZ,Yes,56.462162,-2.975784,339969.0,730429.0,NO399304,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,28.0,16.0,,City Centre - 05,Large urban area,Scotland,21.0,,S01007705,,S02001448,City Centre,,S00098440,1414,1,0,2024-12-20,Dundee,0.690224,DD,DD1,Scotland,Scottish Water,9C8VF26F+VM,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059068459,9059069571,9059087583,9059087584,9059087585,9059087586,9059087587,9059087588,9059087589,9059087590,9059087591,9059087592,9059087593,9059087594,9059087595,9059087596,9059087597,9059087598",1.02868,,,,,S00148480,3.0,S14000075,Dundee Central,,Forester Street,0.7961968355349107
DD1 1NA,Yes,56.46193,-2.975628,339978.0,730403.0,NO399304,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,3.0,1.0,,City Centre - 05,Large urban area,Scotland,21.0,,S01007705,,S02001448,City Centre,,S00098440,1414,1,0,2024-12-20,Dundee,0.662781,DD,DD1,Scotland,Scottish Water,9C8VF26F+QP,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059007006,9059015037,9059015038,9059041177,9059063413,9059080435,9059096488,9059096735,9059100871,9059100872,9059107396",1.00076,,,,,S00148480,3.0,S14000075,Dundee Central,,"Forester Street,Rattray Street,Ward Road",0.7961968355349107
DD1 1NG,Yes,56.461688,-2.977845,339841.0,730378.0,NO398303,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,15.0,0.0,,City Centre - 05,Large urban area,Scotland,20.0,,S01007705,,S02001448,City Centre,,S00098440,1414,1,0,2024-12-20,Dundee,0.707066,DD,DD1,Scotland,Scottish Water,9C8VF26C+MV,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059003587,9059080660,9059098708,9059101313,9059101314,9059101315,9059101316,9059101317,9059101318,9059101319,9059101320,9059101321,9059101322,9059101323,9059101324,9059101325,9059101326,9059101327,9059101328,9059101329,9059101330,9059101331,9059101332,9059101333,9059101334,9059101335,9059101336,9059101337,9059101338,9059101340",1.01235,,,,,S00148480,3.0,S14000075,Dundee Central,,"Ward Road,West Marketgait",0.7961968355349107
DD1 1NP,Yes,56.45885,-2.976575,339915.0,730061.0,NO399300,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1980-01-01,,,,23.0,19.0,,Perth Road - 03,Large urban area,Scotland,19.0,,S01007691,,S02001446,Perth Road,,S00099538,3886,1,0,2024-12-20,Dundee,0.421351,DD,DD1,Scotland,Scottish Water,9C8VF25F+G9,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059014972,9059014973,9059014974,9059014975,9059014976,9059014977,9059020287,9059020297,9059020308,9059020318,9059020326,9059050136,9059050137,9059050138,9059050140,9059050141,9059050143,9059069650,9059076585,9059076586,9059076587,9059076596,9059079619,9059093551,9059093552,9059096991,9059102874,9059105357,9059105358,9059105359,10092060759,10092060772",0.68171,,,,,S00148532,6.0,S14000075,Dundee Central,,"Palais Court,South Tay Street",0.4373639134852664
DD1 1NQ,Yes,56.458986,-2.977532,339856.0,730077.0,NO398300,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1991-03-01,,,,20.0,11.0,,Perth Road - 03,Large urban area,Scotland,21.0,,S01007691,,S02001446,Perth Road,,S00099538,3886,1,0,2024-12-20,Dundee,0.477383,DD,DD1,Scotland,Scottish Water,9C8VF25C+HX,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059014355,9059014357,9059014358,9059040304,9059040305,9059046576,9059046577,9059046578,9059067765,9059067766,9059083926,9059083927,9059083928",0.712887,,,,,S00148532,6.0,S14000075,Dundee Central,,Cross Lane,0.4373639134852664
DD1 1NR,Yes,56.458192,-2.975759,339964.0,729987.0,NO399299,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1980-01-01,,,,2.0,1.0,,Perth Road - 03,Large urban area,Scotland,19.0,,S01007691,,S02001446,Perth Road,,S00099566,3886,1,0,2024-12-20,Dundee,0.337627,DD,DD1,Scotland,Scottish Water,9C8VF25F+7M,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059002323,9059029563,9059032795,9059054353,9059064592,9059076575,9059076576,9059076577,9059076580,9059076581,9059079618,9059093702,9059094286,9059094287,9059097940,9059100264,9059100265,9059100266,9059102537,9059102843,9059103554,9059103555,9059103556,9059103557,9059103559,9059103560,9059103561,9059104093,9059104094,9059104095,9059104096,10091770539",0.596126,,,,,S00148587,6.0,S14000075,Dundee Central,,"South Tay Street,Tay Street Lane",0.4373639134852664
DD1 1NU,Yes,56.457908,-2.975297,339992.0,729955.0,NO399299,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1980-01-01,,,,19.0,8.0,,Perth Road - 03,Large urban area,Scotland,17.0,,S01007691,,S02001446,Perth Road,,S00099566,3886,1,0,2024-12-20,Dundee,0.296624,DD,DD1,Scotland,Scottish Water,9C8VF25F+5V,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059005673,9059005674,9059015614,9059015616,9059020698,9059020699,9059020700,9059020701,9059020703,9059030734,9059051398,9059051447,9059067507,9059076568,9059076569,9059076570,9059076571,9059076572,9059076597,9059076598,9059076599,9059076600,9059076601,9059076602,9059076603,9059076604,9059076607,9059079614,9059079852,9059101361,10092060747",0.557308,,,,,S00148587,6.0,S14000075,Dundee Central,,"South Tay Street,Tay Square",0.4373639134852664
DD1 1PB,Yes,56.457658,-2.976281,339931.0,729928.0,NO399299,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1980-01-01,,,,36.0,17.0,,Perth Road - 03,Large urban area,Scotland,19.0,,S01007691,,S02001446,Perth Road,,S00099567,3886,1,0,2024-12-20,Dundee,0.337651,DD,DD1,Scotland,Scottish Water,9C8VF25F+3F,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059001760,9059001956,9059020339,9059041008,9059041009,9059041011,9059041012,9059041013,9059041014,9059041015,9059041016,9059041017,9059041018,9059041019,9059041020,9059041022,9059041023,9059041024,9059041025,9059041026,9059043551,9059049695,9059050579,9059076188,9059083374,9059096169,10024857832",0.546932,,,,,S00148569,6.0,S14000075,Dundee Central,,"Nethergate,Tay Square",0.4373639134852664
DD1 1PD,Yes,56.458445,-2.976658,339909.0,730016.0,NO399300,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1980-01-01,,,,15.0,7.0,,Perth Road - 03,Large urban area,Scotland,20.0,,S01007691,,S02001446,Perth Road,,S00099538,3886,1,0,2024-12-20,Dundee,0.39917,DD,DD1,Scotland,Scottish Water,9C8VF25F+98,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059020466,9059020561,9059020562,9059028590,9059028678,9059055772,9059064287,9059076578,9059076579,9059076582,9059076584,9059076588,9059076589,9059076590,9059076591,9059076592,9059079617,9059081598,9059081608,9059081619,9059081630,9059081640,9059081669,9059081680,9059081691,9059081702,9059082970,9059082971,9059093699,9059099538,9059099539,9059102082,9059102834,9059102835,9059102836,9059103465,9059103466,9059103467,9059103468,9059113086,9059113087",0.639046,,,,,S00148532,6.0,S14000075,Dundee Central,,"South Tay Street,Tay Square",0.4373639134852664
DD1 1PE,Yes,56.458575,-2.977262,339872.0,730031.0,NO398300,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1980-01-01,,,,27.0,8.0,,Perth Road - 03,Large urban area,Scotland,22.0,,S01007691,,S02001446,Perth Road,,S00099538,3886,1,0,2024-12-20,Dundee,0.438216,DD,DD1,Scotland,Scottish Water,9C8VF25F+C3,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059053514,9059053515,9059053516,9059053517,9059053518,9059053519,9059053520,9059053521,9059053523,9059053524,9059053525,9059053526,9059053527,9059053528,9059067821,9059096276,9059097855,9059101291,9059101292,9059101293,9059101294,9059101295,9059101296,9059101297,9059101298,9059101299,9059101300,9059101301,9059101302,9059101345",0.663531,,,,,S00148532,6.0,S14000075,Dundee Central,,"Artillery Lane,Cross Lane",0.4373639134852664
DD1 1PF,Yes,56.459166,-2.97752,339857.0,730097.0,NO398300,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1980-01-01,,,,7.0,6.0,,Perth Road - 03,Large urban area,Scotland,21.0,,S01007691,,S02001446,Perth Road,,S00099538,3886,1,0,2024-12-20,Dundee,0.488693,DD,DD1,Scotland,Scottish Water,9C8VF25C+MX,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059010591,9059010592,9059010593,9059010594,9059010595,9059010597,9059010598,9059058250,9059067872,9059070035,9059079613",0.732275,,,,,S00148532,6.0,S14000075,Dundee Central,,South Tay Street,0.4373639134852664
DD1 1PJ,Yes,56.461227,-2.977087,339887.0,730326.0,NO398303,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,2007-07-01,,,,110.0,0.0,,City Centre - 05,Large urban area,Scotland,20.0,,S01007705,,S02001448,City Centre,,S00098440,1414,1,0,2024-12-20,Dundee,0.638436,DD,DD1,Scotland,Scottish Water,9C8VF26F+F5,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059080434,9059095650,9059095651,9059095652,9059095653,9059095654,9059095655,9059095656,9059095657,9059095658,9059095659,9059095660,9059095661,9059095662,9059095663,9059095664,9059095665,9059095666,9059095667,9059095668,9059095669,9059095670,9059095671,9059095672,9059095673,9059095674,9059095675,9059095676,9059095677,9059095678,9059095679,9059095680,9059102967,9059104630,9059104638,9059104642,9059104643,9059104644,9059104645,9059104646,9059104647,9059104648,9059104649,9059104650,9059104651,9059104652,9059104653,9059104654,9059104655,9059104656,9059104657,9059104664,9059104665,9059104666,9059104667,9059104668,9059104669,9059104670,9059104671,9059104672,9059104673,9059104674,9059104675,9059104676,9059104677,9059104682,9059104683,9059104684,9059104685,9059104686,9059104687,9059104688,9059104689,9059104690,9059104691,9059104692,9059104693,9059104694,9059104695,9059104696,9059104697,9059104698,9059104699,9059104700,9059104701,9059104702,9059104703,9059104704,9059104705,9059104706,9059104707,9059104708,9059104709,9059104710,9059104711,9059104712,9059104713,9059104714,9059104715,9059104716,9059104717,9059104718,9059104719,9059104720,9059104721,9059104722,9059104723,9059104724,9059104725,9059104726,9059104727,9059104728,9059104729,9059104730,9059104731,9059104732,9059104733,9059104734,9059104735,9059104736,9059104737,9059104738,9059104739,9059104740,9059104741,9059104742,9059104743,9059104744,9059104745,9059104969,9059104970",0.949204,,,,,S00148480,3.0,S14000075,Dundee Central,,"Johnston Street,Ward Road",0.7961968355349107
DD1 1PS,Yes,56.460987,-2.976711,339910.0,730299.0,NO399302,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,24.0,18.0,,City Centre - 05,Large urban area,Scotland,20.0,,S01007705,,S02001448,City Centre,,S00098440,1414,1,0,2024-12-20,Dundee,0.603399,DD,DD1,Scotland,Scottish Water,9C8VF26F+98,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059022964,9059023006,9059023007,9059023028,9059023029,9059023030,9059023031,9059023032,9059023033,9059023034,9059023036,9059023037,9059023038,9059023039,9059023040,9059023041,9059023042,9059023045,9059023047,9059023048,9059023049,9059052978,9059056312,9059058675,9059088004,9059088005,9059088006,9059088159,9059088996,9059103073,9059103074",0.916647,,,,,S00148480,3.0,S14000075,Dundee Central,,North Lindsay Street,0.7961968355349107
DD1 1PT,Yes,56.45882,-2.975905,339956.0,730057.0,NO399300,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1990-02-01,,,,62.0,40.0,,Perth Road - 03,Large urban area,Scotland,19.0,,S01007691,,S02001446,Perth Road,,S00099540,3886,1,0,2024-12-20,Dundee,0.387767,DD,DD1,Scotland,Scottish Water,9C8VF25F+GJ,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059000338,9059000340,9059000341,9059000342,9059000343,9059000344,9059000345,9059000346,9059010585,9059013679,9059013680,9059013681,9059013682,9059019571,9059019572,9059019573,9059019574,9059019575,9059019576,9059019577,9059019578,9059048150,9059048151,9059048152,9059048154,9059048155,9059048156,9059048157,9059048158,9059048159,9059048160,9059049504,9059049505,9059049506,9059049507,9059071577,9059071578,9059071579,9059071580,9059071581,9059071582,9059071583,9059071584,9059103214",0.666981,,,,,S00148573,6.0,S14000075,Dundee Central,,"Palais Court,South Tay Street",0.4373639134852664
DD1 1RG,Yes,56.4608,-2.970844,340271.0,730273.0,NO402302,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,4.0,1.0,,City Centre - 05,Large urban area,Scotland,20.0,,S01007705,,S02001448,City Centre,,S00098451,1414,1,0,2024-12-20,Dundee,0.479542,DD,DD1,Scotland,Scottish Water,9C8VF26H+8M,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059051499,9059051510,9059052695,9059052699,9059052723,9059052724,9059077186,9059077187,9059095280",0.795909,,,,,S00148502,3.0,S14000075,Dundee Central,,"High Street,Reform Street",0.7961968355349107
DD1 1RH,Yes,56.461183,-2.971231,340248.0,730316.0,NO402303,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,2.0,1.0,,City Centre - 05,Large urban area,Scotland,20.0,,S01007705,,S02001448,City Centre,,S00098451,1414,1,0,2024-12-20,Dundee,0.521591,DD,DD1,Scotland,Scottish Water,9C8VF26H+FG,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059040142,9059055028,9059055029,9059064444,9059070582,9059101638,9059101639",0.84422,,,,,S00148502,3.0,S14000075,Dundee Central,,Reform Street,0.7961968355349107
DD1 1RL,Yes,56.461175,-2.972156,340191.0,730316.0,NO401303,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,79.0,36.0,,City Centre - 05,Large urban area,Scotland,20.0,,S01007705,,S02001448,City Centre,,S00099539,1414,1,0,2024-12-20,Dundee,0.523963,DD,DD1,Scotland,Scottish Water,9C8VF26H+F4,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059010129,9059010130,9059010131,9059010133,9059010134,9059035262,9059035263,9059035265,9059035266,9059035267,9059035268,9059035269,9059035270,9059035324,9059035325,9059035326,9059035327,9059035414,9059050977,9059050978,9059050979,9059050981,9059050982,9059050983,9059050984,9059050985,9059050986,9059050987,9059050988,9059050989,9059050991,9059050992,9059050994,9059050995,9059050996,9059050997,9059050998,9059050999,9059051001,9059051002,9059051003,9059051004,9059051005,9059051006,9059051007,9059057932,9059057943,9059077049,9059077051,9059077052,9059078492,9059078493,9059078494,9059078496,9059087728,9059095694,9059100253,9059104482,9059104483,9059104484,9059104485,9059104486,9059104487,9059104760,10025279446",0.859175,,,,,S00148500,3.0,S14000075,Dundee Central,,"Bank Street,Panmure Street",0.7961968355349107
DD1 1RT,Yes,56.461566,-2.971662,340222.0,730359.0,NO402303,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,16.0,4.0,,City Centre - 05,Large urban area,Scotland,19.0,,S01007705,,S02001448,City Centre,,S00099539,1414,1,0,2024-12-20,Dundee,0.564845,DD,DD1,Scotland,Scottish Water,9C8VF26H+J8,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059048321,9059054288,9059058304,9059058307,9059063323,9059077165,9059077170,9059077171,9059077172,9059089155,9059089156,9059089666,9059089667,9059094972,9059099347,9059099348,9059099349,9059099350,9059103030",0.893283,,,,,S00148500,3.0,S14000075,Dundee Central,,"Panmure Street,Reform Street",0.7961968355349107
DD1 1SA,Yes,56.460879,-2.96997,340325.0,730281.0,NO403302,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,19.0,8.0,,City Centre - 05,Large urban area,Scotland,18.0,,S01007705,,S02001448,City Centre,,S00098451,1414,1,0,2024-12-20,Dundee,0.493667,DD,DD1,Scotland,Scottish Water,9C8VF26J+92,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059021462,9059086305,9059086312,9059100261,9059100262,9059101002,9059101003,9059101004,9059101005,9059101006,9059101007,9059101008,9059101009,9059101010",0.789554,,,,,S00148502,3.0,S14000075,Dundee Central,,High Street,0.7961968355349107
